Problem Name	01grapher	02grapher	03grapher	04grapher	05grapher	06grapher	07grapher	08grapher	09grapher	10grapher
%(buggyMessage_56_correct_ybug_would_ylabel)%	No, this is not correct. %(ybug)% What would the %(ylabel)% be when the %(xlabel)% is %(point2x)% %(xunit)%?	No, this is not correct. %(ybug)% What would the %(ylabel)% be when the %(xlabel)% is %(point2x)% %(xunit)%?	No, this is not correct. %(ybug)% What would the %(ylabel)% be when the %(xlabel)% is %(point2x)% %(xunit)%?	No, this is not correct. %(ybug)% What would the %(ylabel)% be when the %(xlabel)% is %(point2x)% %(xunit)%?	No, this is not correct. %(ybug)% What would the %(ylabel)% be when the %(xlabel)% is %(point2x)% %(xunit)%?	No, this is not correct. %(ybug)% What would the %(ylabel)% be when the %(xlabel)% is %(point2x)% %(xunit)%?	No, this is not correct. %(ybug)% What would the %(ylabel)% be when the %(xlabel)% is %(point2x)% %(xunit)%?	No, this is not correct. %(ybug)% What would the %(ylabel)% be when the %(xlabel)% is %(point2x)% %(xunit)%?	No, this is not correct. %(ybug)% What would the %(ylabel)% be when the %(xlabel)% is %(point2x)% %(xunit)%?	No, this is not correct. %(ybug)% What would the %(ylabel)% be when the %(xlabel)% is %(point2x)% %(xunit)%?
%(buggyMessage_57_yes_independent_quantity_try)%	"Yes, ""<%=input%>"" is the independent quantity. Try to enter the independent quantity ""<%=input%>"" in left column instead of the right column."	"Yes, ""<%=input%>"" is the independent quantity. Try to enter the independent quantity ""<%=input%>"" in left column instead of the right column."	"Yes, ""<%=input%>"" is the independent quantity. Try to enter the independent quantity ""<%=input%>"" in left column instead of the right column."	"Yes, ""<%=input%>"" is the independent quantity. Try to enter the independent quantity ""<%=input%>"" in left column instead of the right column."	"Yes, ""<%=input%>"" is the independent quantity. Try to enter the independent quantity ""<%=input%>"" in left column instead of the right column."	"Yes, ""<%=input%>"" is the independent quantity. Try to enter the independent quantity ""<%=input%>"" in left column instead of the right column."	"Yes, ""<%=input%>"" is the independent quantity. Try to enter the independent quantity ""<%=input%>"" in left column instead of the right column."	"Yes, ""<%=input%>"" is the independent quantity. Try to enter the independent quantity ""<%=input%>"" in left column instead of the right column."	"Yes, ""<%=input%>"" is the independent quantity. Try to enter the independent quantity ""<%=input%>"" in left column instead of the right column."	"Yes, ""<%=input%>"" is the independent quantity. Try to enter the independent quantity ""<%=input%>"" in left column instead of the right column."
%(buggyMessage_58_correct_try_name_dependent)%	"No, this is not correct. Try to name the dependent quantity ""%(ylabel)%""."	"No, this is not correct. Try to name the dependent quantity ""%(ylabel)%""."	"No, this is not correct. Try to name the dependent quantity ""%(ylabel)%""."	"No, this is not correct. Try to name the dependent quantity ""%(ylabel)%""."	"No, this is not correct. Try to name the dependent quantity ""%(ylabel)%""."	"No, this is not correct. Try to name the dependent quantity ""%(ylabel)%""."	"No, this is not correct. Try to name the dependent quantity ""%(ylabel)%""."	"No, this is not correct. Try to name the dependent quantity ""%(ylabel)%""."	"No, this is not correct. Try to name the dependent quantity ""%(ylabel)%""."	"No, this is not correct. Try to name the dependent quantity ""%(ylabel)%""."
%(buggyMessage_59_correct_try_name_left)%	"No, this is not correct. Try to name the left unit ""%(xunit)%""."	"No, this is not correct. Try to name the left unit ""%(xunit)%""."	"No, this is not correct. Try to name the left unit ""%(xunit)%""."	"No, this is not correct. Try to name the left unit ""%(xunit)%""."	"No, this is not correct. Try to name the left unit ""%(xunit)%""."	"No, this is not correct. Try to name the left unit ""%(xunit)%""."	"No, this is not correct. Try to name the left unit ""%(xunit)%""."	"No, this is not correct. Try to name the left unit ""%(xunit)%""."	"No, this is not correct. Try to name the left unit ""%(xunit)%""."	"No, this is not correct. Try to name the left unit ""%(xunit)%""."
%(buggyMessage_60_left_table_unit_needs)%	The left table unit needs to be the same as the unit of the X-axis.	The left table unit needs to be the same as the unit of the X-axis.	The left table unit needs to be the same as the unit of the X-axis.	The left table unit needs to be the same as the unit of the X-axis.	The left table unit needs to be the same as the unit of the X-axis.	The left table unit needs to be the same as the unit of the X-axis.	The left table unit needs to be the same as the unit of the X-axis.	The left table unit needs to be the same as the unit of the X-axis.	The left table unit needs to be the same as the unit of the X-axis.	The left table unit needs to be the same as the unit of the X-axis.
%(buggyMessage_62_please_draw_line_clicking)%	Please draw a line by clicking on two of the points.	Please draw a line by clicking on two of the points.	Please draw a line by clicking on two of the points.	Please draw a line by clicking on two of the points.	Please draw a line by clicking on two of the points.	Please draw a line by clicking on two of the points.	Please draw a line by clicking on two of the points.	Please draw a line by clicking on two of the points.	Please draw a line by clicking on two of the points.	Please draw a line by clicking on two of the points.
%(buggyMessage_63_please_enter_axis_labels)%	"Please enter <%=!tableHeaders ? ""the table headings (quantity name and unit) and "" : """"%>the axis labels before you plot points."	"Please enter <%=!tableHeaders ? ""the table headings (quantity name and unit) and "" : """"%>the axis labels before you plot points."	"Please enter <%=!tableHeaders ? ""the table headings (quantity name and unit) and "" : """"%>the axis labels before you plot points."	"Please enter <%=!tableHeaders ? ""the table headings (quantity name and unit) and "" : """"%>the axis labels before you plot points."	"Please enter <%=!tableHeaders ? ""the table headings (quantity name and unit) and "" : """"%>the axis labels before you plot points."	"Please enter <%=!tableHeaders ? ""the table headings (quantity name and unit) and "" : """"%>the axis labels before you plot points."	"Please enter <%=!tableHeaders ? ""the table headings (quantity name and unit) and "" : """"%>the axis labels before you plot points."	"Please enter <%=!tableHeaders ? ""the table headings (quantity name and unit) and "" : """"%>the axis labels before you plot points."	"Please enter <%=!tableHeaders ? ""the table headings (quantity name and unit) and "" : """"%>the axis labels before you plot points."	"Please enter <%=!tableHeaders ? ""the table headings (quantity name and unit) and "" : """"%>the axis labels before you plot points."
%(buggyMessage_64_correct_read_line_carefully)%	No, this is not correct. Read this line carefully: '%(problem_info)%' Try to make this an equation in the form y = x * ...	No, this is not correct. Read this line carefully: '%(problem_info)%' Try to make this an equation in the form y = x * ...	No, this is not correct. Read this line carefully: '%(problem_info)%' Try to make this an equation in the form y = x * ...	No, this is not correct. Read this line carefully: '%(problem_info)%' Try to make this an equation in the form y = x * ...	No, this is not correct. Read this line carefully: '%(problem_info)%' Try to make this an equation in the form y = x * ...	No, this is not correct. Read this line carefully: '%(problem_info)%' Try to make this an equation in the form y = x * ...	No, this is not correct. Read this line carefully: '%(problem_info)%' Try to make this an equation in the form y = x * ...	No, this is not correct. Read this line carefully: '%(problem_info)%' Try to make this an equation in the form y = x * ...	No, this is not correct. Read this line carefully: '%(problem_info)%' Try to make this an equation in the form y = x * ...	No, this is not correct. Read this line carefully: '%(problem_info)%' Try to make this an equation in the form y = x * ...
%(buggyMessage_65_part_equation_already_given)%	The 'y =' part of the equation is already given. Focus instead on the second part: ... * x	The 'y =' part of the equation is already given. Focus instead on the second part: ... * x	The 'y =' part of the equation is already given. Focus instead on the second part: ... * x	The 'y =' part of the equation is already given. Focus instead on the second part: ... * x	The 'y =' part of the equation is already given. Focus instead on the second part: ... * x	The 'y =' part of the equation is already given. Focus instead on the second part: ... * x	The 'y =' part of the equation is already given. Focus instead on the second part: ... * x	The 'y =' part of the equation is already given. Focus instead on the second part: ... * x	The 'y =' part of the equation is already given. Focus instead on the second part: ... * x	The 'y =' part of the equation is already given. Focus instead on the second part: ... * x
%(buggyMessage_66_correct_try_name_independent)%	"No, this is not correct. Try to name the independent quantity ""%(xlabel)%""."	"No, this is not correct. Try to name the independent quantity ""%(xlabel)%""."	"No, this is not correct. Try to name the independent quantity ""%(xlabel)%""."	"No, this is not correct. Try to name the independent quantity ""%(xlabel)%""."	"No, this is not correct. Try to name the independent quantity ""%(xlabel)%""."	"No, this is not correct. Try to name the independent quantity ""%(xlabel)%""."	"No, this is not correct. Try to name the independent quantity ""%(xlabel)%""."	"No, this is not correct. Try to name the independent quantity ""%(xlabel)%""."	"No, this is not correct. Try to name the independent quantity ""%(xlabel)%""."	"No, this is not correct. Try to name the independent quantity ""%(xlabel)%""."
%(buggyMessage_67_yes_dependent_quantity_try)%	"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column."	"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column."	"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column."	"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column."	"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column."	"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column."	"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column."	"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column."	"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column."	"Yes, ""<%=input%>"" is the dependent quantity. Try to enter the dependent quantity ""<%=input%>"" in right column instead of the left column."
%(buggyMessage_68_left_quantity_needs_name)%	The left quantity needs to be the same as the name you gave to the X-axis.	The left quantity needs to be the same as the name you gave to the X-axis.	The left quantity needs to be the same as the name you gave to the X-axis.	The left quantity needs to be the same as the name you gave to the X-axis.	The left quantity needs to be the same as the name you gave to the X-axis.	The left quantity needs to be the same as the name you gave to the X-axis.	The left quantity needs to be the same as the name you gave to the X-axis.	The left quantity needs to be the same as the name you gave to the X-axis.	The left quantity needs to be the same as the name you gave to the X-axis.	The left quantity needs to be the same as the name you gave to the X-axis.
%(buggyMessage_72_please_20_change_yaxis)%	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point1x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point1y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point1x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point1y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point1x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point1y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point1x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point1y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point1x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point1y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point1x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point1y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point1x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point1y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point1x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point1y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point1x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point1y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point1x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point1y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."
%(buggyMessage_74_please_20_change_yaxis)%	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point2x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point2y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point2x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point2y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point2x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point2y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point2x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point2y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point2x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point2y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point2x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point2y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point2x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point2y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point2x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point2y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point2x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point2y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point2x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point2y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."
%(buggyMessage_76_please_20_change_yaxis)%	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point3x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point3y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point3x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point3y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point3x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point3y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point3x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point3y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point3x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point3y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point3x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point3y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point3x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point3y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point3x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point3y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point3x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point3y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."	"Please <%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point at a <%=quantity1%> of %(point3x)% <%=unit1 || ""%(xunit)%""%> (left-to-right) and a <%=quantity2%> of %(point3y)% <%=unit2 || ""%(yunit)%""%> (bottom-to-top)."
