"6.05 Fractions, Decimals, and Percents I","6.05 Fracciones, decimales y porcentajes I",,,,,,,,,,,,,,,,,,,,,,
"Uses images to demonstrate ratios and asks student to determine corresponding fractions, percents, and decimals.","Usa imágenes para demostrar razones y le pide al estudiante que determine las fracciones, porcentajes y decimales correspondientes.",,,,,,,,,,,,,,,,,,,,,,
Number of Target Items,Número de elementos de destino,,,,,,,,,,,,,,,,,,,,,,
Total Number of Items,Número total de artículos,,,,,,,,,,,,,,,,,,,,,,
Unreduced Ratio,Proporción no reducida,,,,,,,,,,,,,,,,,,,,,,
Ratio Out of 100,Proporción de 100,,,,,,,,,,,,,,,,,,,,,,
Percent,Por ciento,,,,,,,,,,,,,,,,,,,,,,
Decimal,Decimal,,,,,,,,,,,,,,,,,,,,,,
Reduced Fraction,Fracción reducida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Problem Name,Problem1,ProblemESP1,Problem Name,Problem2,ProblemESP2,Problem Name,Problem3,ProblemESP3,Problem Name,Problem4,ProblemESP4,Problem Name,Problem5,ProblemESP5,Problem Name,Problem6,ProblemESP6,Problem Name,Problem7,ProblemESP7,Problem Name,Problem8,ProblemESP8
%(-5373540541422032240)%,How many shapes are not blue?,¿Cuántas formas no son azules?,%(-5358934696809997301)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 8, and multiply it by 100 and then divide it by 20, the original denominator: 8*100/20.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 8, y multiplicarlo por 100 y luego dividirlo por 20, el denominador original: 8 * 100/20.",%(6656039988060075)%,45,45,%(8353785471244537622)%,40/100,40/100,%(-4911522077164266683)%,Try entering 7.,Intente ingresar 7.,%(-5762933439524907033)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 14/40 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 14/40 a 100.",%(-5923175754926430819)%,"Do you know how to find an equivalent fraction of 1/5 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 1/5 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?",%(-1593243368621364877)%,simplify(12/15*10),simplificar (12/15 * 10)
%(6272018864)%,1,1,%(-1934125337180675039)%,Please provide your answer 'No_Value' in the highlighted element.,"Por favor, proporcione su respuesta 'Sin_Valor' en el elemento resaltado.",%(4838363480036951679)%,The ratio out of 100 is written as 50/100. Please express this value as a decimal.,La proporción de 100 se escribe como 50/100. Exprese este valor como decimal.,%(6784020404)%,5,5,%(6272037681056609)%,10,10,%(1031613038520718080)%,Try entering 14.,Intente ingresar 14.,%(6784020404)%,5,5,%(8968614845224884104)%,3/15,3/15
%(-3941631584767772536)%,The ratio out of 100 is written as 60/100. Please express this value as a decimal.,La proporción de 100 se escribe como 60/100. Exprese este valor como decimal.,%(1031617038505718035)%,Try entering 5%.,Intente ingresar el 5%.,%(6784020404)%,5,5,%(-7323836962247330663)%,How many shapes are yellow?,¿Cuántas formas son amarillas?,%(-1170620316688291612)%,"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.","Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.",%(-644219227487396290)%,26/40,26/40,%(-4911522077167266630)%,Try entering 2.,Intente ingresar 2.,%(2052947851064150340)%,"If the ratio out 100 is 40/100, the percent is its numerator, 40.","Si la relación de 100 es 40/100, el porcentaje es su numerador, 40."
%(1031612038518718207)%,Try entering 20.,Intente ingresar 20.,%(8353785471244537622)%,40/100,40/100,%(-7323836962247330663)%,How many shapes are yellow?,¿Cuántas formas son amarillas?,%(-1170620316688291612)%,"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.","Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.",%(6272018864)%,1,1,%(-4251670136696431323)%,"Try entering <%=fractionsimplify(fractionMake(26,40))%>.","Intente ingresar <%=fractionsimplify(fractionMake(26,40))%>.",%(-1170620316688291612)%,"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.","Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.",%(-1934125337180675039)%,Please provide your answer 'No_Value' in the highlighted element.,"Por favor, proporcione su respuesta 'Sin_Valor' en el elemento resaltado."
%(1578073141248273089)%,"To work through question 3, you must first find the number of shapes that are not blue.","Para resolver la pregunta 3, primero debe encontrar la cantidad de formas que no son azules.",%(6784020404)%,5,5,%(-1170620316688291612)%,"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.","Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.",%(-3941631584767772536)%,The ratio out of 100 is written as 60/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 60/100. Por favor, exprese este valor como decimal.",%(-8844931991664242441)%,90%,90%,%(-2594929951275952934)%,"Try entering <%=fractionsimplify(fractionMake(14,40))%>.","Intente ingresar <%=fractionsimplify(fractionMake(14,40))%>.",%(6272018864)%,1,1,%(5396444930081420877)%,"Try entering <%=divEvaluate(fractionMake(3,15))%>.","Intente ingresar <% = divEvaluate (fracciónMake (3,15))%>."
%(8038893386636482619)%,Enter as decimal,Ingrese como decimal,%(7040042295063506)%,75,75,%(-1961452105615947158)%,"To work through question 1, you must first find the number of shapes that are yellow.","Para resolver la pregunta 1, primero debes encontrar la cantidad de formas que son amarillas.",%(1031612038518718207)%,Try entering 20.,Intente ingresar 20.,%(2813245485142787018)%,(2) What percent of the shapes are not purple?,(2) ¿Qué porcentaje de las formas no son moradas?,%(729989958830936577)%,Try entering 26/40.,Intente ingresar 26/40.,%(-3941631584767772536)%,The ratio out of 100 is written as 60/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 60/100. Por favor, exprese este valor como decimal.",%(8353785471244537622)%,40/100,40/100
%(9037634172519199628)%,5/100,5/100,%(-5871152333195946161)%,"To turn 1/20 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 1/20 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.",%(103890819838403320)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 25/50 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 25/50 a 100.",%(3169295622779695978)%,Try entering 20/25.,Intente ingresar 20/25.,%(-7210844677955037521)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 9/10 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 9/10 a 100.",%(2841277651612209164)%,Try entering 22.5%.,Intente ingresar 22.5%.,%(719073016973070512)%,20/100,20/100,%(-536619242217831477)%,(1) What percent of the shapes are blue circles?,(1) ¿Qué porcentaje de las formas son círculos azules?
%(2579228393103057781)%,"To turn 60/100 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 60/100 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.",%(2997534056584683948)%,"If the ratio out 100 is 75/100, the percent is its numerator, 75.","Si la razón de 100 es 75/100, el porcentaje es su numerador, 75.",%(1031617038516718128)%,Try entering 50.,Intente ingresar 50.,%(-5897585449559572404)%,Need more help? Greatest common factor of 10 and 25 is 5.,Necesitas más ayuda? Máximo común divisor de 10 y 25 es 5.,%(5192657804045070515)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 90/100. The percent representation is just the numerator of this ratio, 90.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 90/100. La representación porcentual es solo el numerador de esta razón, 90.",%(4814035714600610423)%,22.5,22.5,%(8038893386636482619)%,Enter as decimal,Ingrese como decimal,%(-1170620316688291612)%,"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.","Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente."
%(-8090376898785526811)%,The next step is to figure out the total number of shapes in the picture.,El siguiente paso es averiguar el número total de formas en la imagen.,%(7182190074569274082)%,"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 1 and 20 without any remainder.",O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir tanto a 1 como a 20 sin ningún resto.,%(-8844931991664242441)%,90%,90%,%(-3429653402287735441)%,"Try entering <%=fractionsimplify(fractionMake(10,25))%>.","Intente ingresar <%=fractionsimplify(fractionMake(10,25))%>.",%(7804264560318344544)%,"Try entering <%=divEvaluate(fractionMake(1,10))%>.","Intente ingresar <%=divEvaluate(fractionMake(1,10))%>.",%(7296043833065820)%,95,95,%(-4728357653138627577)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 4, and multiply it by 100 and then divide it by 5, the original denominator: 4*100/5.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 4, y multiplicarlo por 100 y luego dividirlo por 5, el denominador original: 4 * 100/5.",%(8038893386636482619)%,Enter as decimal,Ingrese como decimal
%(4278282760651820707)%,"To turn 100/100 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 100/100 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar.",%(6272018864)%,1,1,%(5383418929036511486)%,"To make the unreduced ratio, 5/50, a reduced fraction, first find the greatest common factor of the numerator and the denominator.","Para hacer que la razón no reducida, 5/50, sea una fracción reducida, primero encuentra el máximo factor común del numerador y el denominador.",%(6272037681056612)%,15,15,%(8038893386636482619)%,Enter as decimal,Ingrese como decimal,%(-1934125337180675039)%,Please provide your answer 'No_Value' in the highlighted element.,"Por favor, proporcione su respuesta 'Sin_Valor' en el elemento resaltado.",%(-4911522077168266631)%,Try entering 3.,Intente ingresar 3.,%(-3941631584767772536)%,The ratio out of 100 is written as 60/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 60/100. Por favor, exprese este valor como decimal."
%(6372954993376555421)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 20, and multiply it by 100 and then divide it by 100, the original denominator: 20*100/100.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 20, y multiplicarlo por 100 y luego dividirlo por 100, el denominador original: 20 * 100/100.",%(1031612038518718207)%,Try entering 20.,Intente ingresar 20.,%(5192657804045070515)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 90/100. The percent representation is just the numerator of this ratio, 90.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 90/100. La representación porcentual es solo el numerador de esta razón, 90.",%(8038893386636482619)%,Enter as decimal,Ingrese como decimal,%(5389992127672824907)%,"To work through question 2, you must first find the number of pieces that are not purple.","Para resolver la pregunta 2, primero debe encontrar la cantidad de piezas que no son moradas.",%(-1582227299233418663)%,Try entering 35%.,Intente ingresar el 35%.,%(5706664009645698857)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 1, and multiply it by 100 and then divide it by 5, the original denominator: 1*100/5.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 1, y multiplicarlo por 100 y luego dividirlo por 5, el denominador original: 1 * 100/5.",%(-1423691951623278292)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 3/15 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 3/15 en 100."
%(3027719030815140792)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 60/100 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 60/100 a 100.",%(6272037681056612)%,15,15,%(8038893386636482619)%,Enter as decimal,Ingrese como decimal,%(3779395016746550651)%,"To work through question 2, you must first find the number of shapes that are yellow.","Para resolver la pregunta 2, primero debe encontrar la cantidad de formas que son amarillas.",%(5929600168301817745)%,The ratio out of 100 is written as 70/100. Please express this value as a decimal.,"La relación de 100 se escribe como 70/100. Por favor, exprese este valor como decimal.",%(-3915864396095964780)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 9/40 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 9/40 a 100.",%(7376443860323619823)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 80/100. The percent representation is just the numerator of this ratio, 80.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la proporción de 100, 80/100. La representación porcentual es solo el numerador de esta razón, 80.",%(-2997556519494578170)%,9/15,9/15
%(-1435503307991733836)%,Need more help? Greatest common factor of 20 and 100 is 20.,Necesitas más ayuda? Máximo común divisor de 20 y 100 es 20.,%(3200325911996554730)%,"Do you know how to find an equivalent fraction of 8/20 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 8/20 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?",%(-8090376898785526811)%,The next step is to figure out the total number of shapes in the picture.,El siguiente paso es averiguar el número total de formas en la imagen.,%(8109181129695330426)%,Try entering 5/25.,Intente ingresar 5/25.,%(7040042295063511)%,70,70,%(-2088598916600095262)%,35%,35%,%(8407096492237005387)%,"2 is the numerator, and 5 is the denominator. Divide 2 and 5 by their greatest common factor.",2 es el numerador y 5 es el denominador. Divida 2 y 5 por su máximo común divisor.,%(6615512800268921302)%,"To turn 12/15 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 12/15 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no pueda simplificarse."
%(-7243315161664827354)%,"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 100 and 100 without any remainder.",O intente encontrar el máximo factor común. Este es el mayor de todos los números que puede dividir 100 y 100 sin ningún resto.,%(8038893386636482619)%,Enter as decimal,Ingrese como decimal,%(5929600168301817745)%,The ratio out of 100 is written as 70/100. Please express this value as a decimal.,"La relación de 100 se escribe como 70/100. Por favor, exprese este valor como decimal.",%(-9175141699985301722)%,"To turn 15/25 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 15/25 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.",%(4297636035907329142)%,Try entering 9/10.,Intente ingresar 9/10.,%(-5716153214805808296)%,95/100,95/100,%(-7233573787976535880)%,simplify(3/5*10),simplificar (3/5 * 10),%(6272037681056612)%,15,15
%(2116163376616472807)%,"To work through question 1, you must first find the number of shapes that are not blue.","Para resolver la pregunta 1, primero debe encontrar la cantidad de formas que no son azules.",%(9037634172519199628)%,5/100,5/100,%(-5166532556208710060)%,"No, this is not correct.","No, esto no es correcto.",%(7376443860323619823)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 80/100. The percent representation is just the numerator of this ratio, 80.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la proporción de 100, 80/100. La representación porcentual es solo el numerador de esta razón, 80.",%(-4977754903717797439)%,"Remember one percent (1%) is one out of 100. In the last column, you found the ratio out of 100, <%= 7/10*100 %>/100. The percent representation is just the numerator of this ratio, <%= 7/10*100 %>.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la última columna, encontró la proporción de 100, <% = 7/10 * 100%> / 100. La representación porcentual es solo el numerador de esta relación, <% = 7/10 * 100%>.",%(8992496988879246790)%,"Do you know how to find an equivalent fraction of 14/40 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 14/40 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?",%(-2088598916590095276)%,3/5,3/5,%(-9206500741145577132)%,"Try entering <%=divEvaluate(fractionMake(12,15))%>.","Intente ingresar <%=divEvaluate(fractionMake(12,15))%>."
%(-6732546437018145812)%,60/100,60/100,%(-3813426526751537231)%,"Try entering <%=fractionsimplify(fractionMake(15,20))%>.","Intente ingresar <%=fractionsimplify(fractionMake(15,20))%>.",%(1064119844035372457)%,50/100,50/100,%(6098071198250324454)%,"To turn 20/25 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 20/25 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.",%(812426881807511481)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 7/10 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 7/10 a 100.",%(-1170620316688291612)%,"To express the ratio as a decimal, simply divide the numerator by the denominator. Remember, dividing by 100 is like to dividing by 10, then dividing by 10 again.","Para expresar la razón como decimal, simplemente divida el numerador por el denominador. Recuerde, dividir por 100 es como dividir por 10 y luego dividir por 10 nuevamente.",%(2116163376616472807)%,"To work through question 1, you must first find the number of shapes that are not blue.","Para resolver la pregunta 1, primero debe encontrar la cantidad de formas que no son azules.",%(2088931544322081543)%,"To make the unreduced ratio, 3/15, a reduced fraction, first find the greatest common factor of the numerator and the denominator.","Para hacer que la razón no reducida, 3/15, sea una fracción reducida, primero encuentra el máximo común divisor del numerador y el denominador."
%(2996740468835536932)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 5/100 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 5/100 a 100.",%(-582220299208418574)%,Try entering 25%.,Intente ingresar el 25%.,%(6386899778085281787)%,"Try entering <%=fractionsimplify(fractionMake(25,50))%>.","Intente ingresar <%=fractionsimplify(fractionMake(25,50))%>.",%(-496417374888183865)%,(3) What percent of the shapes are green or blue?,(3) ¿Qué porcentaje de las formas son verdes o azules?,%(-759849053048156282)%,"To turn 1/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 1/10 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no pueda simplificarse más.",%(-3325253973834229170)%,0.225,0.225,%(9053418717542443243)%,"Remember one percent (1%) is one out of 100. In the last column, you found the ratio out of 100, <%= 2/5*100 %>/100. The percent representation is just the numerator of this ratio, <%= 2/5*100 %>.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la última columna, encontró la proporción de 100, <% = 2/5 * 100%> / 100. La representación porcentual es solo el numerador de esta relación, <% = 2/5 * 100%>.",%(-2563329338514209933)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 6, and multiply it by 100 and then divide it by 15, the original denominator: 6*100/15.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 6, y multiplicarlo por 100 y luego dividirlo por 15, el denominador original: 6 * 100/15."
%(3807966012242823682)%,100/100,100/100,%(-3700544859812380482)%,"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator.","Asegúrese de ingresar la proporción no reducida como una fracción, donde el número objetivo es el numerador y el número total es el denominador.",%(-8447823859530898468)%,"To turn 35/50 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 35/50 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no pueda simplificarse.",%(7461938972895738783)%,15/25,15/25,%(-5323571097983393908)%,4/10,4/10,%(3928582589595479815)%,"Try entering <%=fractionsimplify(fractionMake(9,40))%>.","Intente ingresar <%=fractionsimplify(fractionMake(9,40))%>.",%(-6732546437018145812)%,60/100,60/100,%(-8090376898785526811)%,The next step is to figure out the total number of shapes in the picture.,El siguiente paso es averiguar el número total de formas en la imagen.
%(-348563018018088695)%,"1 is the numerator, and 20 is the denominator. Divide 1 and 20 by their greatest common factor.",1 es el numerador y 20 es el denominador. Divida 1 y 20 por su máximo común denominador.,%(-9078369955542697824)%,"To turn 8/20 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 8/20 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.",%(2116163376616472807)%,"To work through question 1, you must first find the number of shapes that are not blue.","Para resolver la pregunta 1, primero debe encontrar la cantidad de formas que no son azules.",%(2116163376616472807)%,"To work through question 1, you must first find the number of shapes that are not blue.","Para resolver la pregunta 1, primero debe encontrar la cantidad de formas que no son azules.",%(2116163376616472807)%,"To work through question 1, you must first find the number of shapes that are not blue.","Para resolver la pregunta 1, primero debe encontrar la cantidad de formas que no son azules.",%(2196723421037565952)%,"If the ratio out 100 is 65/100, the percent is its numerator, 65.","Si la relación de 100 es 65/100, el porcentaje es su numerador, 65.",%(-8467790415506021359)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 2/5 to 100.","Si la relación de 100 es 65/100, el porcentaje es su numerador, 65.",%(7376443860323619823)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 80/100. The percent representation is just the numerator of this ratio, 80.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la proporción de 100, 80/100. La representación porcentual es solo el numerador de esta razón, 80."
%(-3648227458242594556)%,Enter reduced fraction,Ingrese fracción reducida,%(3572957515380221774)%,"Try entering <%=divEvaluate(fractionMake(8,20))%>.","Intente ingresar <%=divEvaluate(fractionMake(8,20))%>.",%(7140071293240426425)%,7/10,7/10,%(3790436924069750565)%,"To make the unreduced ratio, 10/25, a reduced fraction, first find the greatest common factor of the numerator and the denominator.","Para hacer que la razón no reducida, 10/25, sea una fracción reducida, primero encuentra el mayor factor común del numerador y el denominador.",%(-7669336069181245886)%,"Try entering <%=fractionsimplify(fractionMake(1,10))%>.","Intente ingresar <%=fractionsimplify(fractionMake(1,10))%>.",%(5682116975648927804)%,"If the ratio out 100 is <%= 38/40*100 %>, then the percent is <%= 38/40*100 %> as well.","Si la proporción de 100 es <% = 38/40 * 100%>, entonces el porcentaje también es <% = 38/40 * 100%>.",%(902038016485320130)%,80/100,80/100,%(5651878606681277340)%,Try entering <%= 3/15*100 %>.,Intente ingresar <% = 3/15 * 100%>.
%(5117058797332727635)%,"Try entering <%=divEvaluate(fractionMake(5,100))%>.","Intente ingresar <%=divEvaluate(fractionMake(5,100))%>.",%(2116163376616472807)%,"To work through question 1, you must first find the number of shapes that are not blue.","Para resolver la pregunta 1, primero debe encontrar la cantidad de formas que no son azules.",%(8349811715711647475)%,(2) What percent of the shapes are circles?,(2) ¿Qué porcentaje de las formas son círculos?,%(-6732546437018145812)%,60/100,60/100,%(5509257219439978442)%,"Try entering <%=fractionsimplify(fractionMake(9,10))%>.","Intente ingresar <% = fracciones simplificar (las fracciones hacen (9,10))%>.",%(8038893386636482619)%,Enter as decimal,Ingrese como decimal,%(4890526530036366970)%,Count total items,Contar elementos totales,%(4831707162558317584)%,simplify(3/15*10),simplificar (3/15 * 10)
%(-4911522077162266677)%,Try entering 5.,Intente ingresar 5.,%(2417768700578580989)%,Try entering 75%.,Intente ingresar el 75%.,%(-3648227458242594556)%,Enter reduced fraction,Ingrese fracción reducida,%(902038016485320130)%,80/100,80/100,%(7140071293240426425)%,7/10,7/10,%(-4218886388086180393)%,"Try entering <%=divEvaluate(fractionMake(26,40))%>.","Intente ingresar <%=divEvaluate(fractionMake(26,40))%>.",%(-9035972177252292670)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 1/5 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 1/5 en 100.",%(4444575870468791034)%,"Try entering <%=fractionsimplify(fractionMake(12,15))%>.","Intente ingresar <%=fractionsimplify(fractionMake(12,15))%>."
%(7769229082029374267)%,"Try entering <%=divEvaluate(fractionMake(60,100))%>.","Intente ingresar <%=divEvaluate(fractionMake(60,100))%>.",%(9182304724376717655)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 25/100. The percent representation is just the numerator of this ratio, 25.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 25/100. La representación porcentual es solo el numerador de esta razón, 25.",%(8425493661408305464)%,"One way to find the numerator for the ratio out of 100 is to multiply the original numerator, 5, by 100 and then divide by the original denominator, 50.","Una forma de encontrar el numerador para la razón de 100 es multiplicar el numerador original, 5, por 100 y luego dividir por el denominador original, 50.",%(4890526530036366970)%,Count total items,Contar elementos totales,%(-1857849939839793413)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 1, and multiply it by 100 and then divide it by 10, the original denominator: 1*100/10.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 1, y multiplicarlo por 100 y luego dividirlo por 10, el denominador original: 1 * 100/10.",%(4029497572196967882)%,How many shapes are red circles?,¿Cuántas formas tienen círculos rojos?,%(2072327328021427343)%,"Try entering <%=divEvaluate(fractionMake(3,5))%>.","Intente ingresar <%=divEvaluate(fractionMake(3,5))%>.",%(2116163376616472807)%,"To work through question 1, you must first find the number of shapes that are not blue.","Para resolver la pregunta 1, primero debe encontrar la cantidad de formas que no son azules."
%(-3666991809032577039)%,"Try entering <%=fractionsimplify(fractionMake(60,100))%>.","Intente ingresar <%=fractionsimplify(fractionMake(60,100))%>.",%(1294179146292307122)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 15/20 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 15/20 a 100.",%(-4911522077162266677)%,Try entering 5.,Intente ingresar 5.,%(-3648227458242594556)%,Enter reduced fraction,Ingrese fracción reducida,%(7165980316718604485)%,90/100,90/100,%(-3700544859812380482)%,"Make sure you enter the unreduced ratio as a fraction, where the target number is the numerator and the total number is the denominator.","Asegúrese de ingresar la proporción no reducida como una fracción, donde el número objetivo es el numerador y el número total es el denominador.",%(-3648227458242594556)%,Enter reduced fraction,Ingrese fracción reducida,%(-6732546437018145812)%,60/100,60/100
%(797919774603877667)%,(4) What percent of the shapes are red?,(4) ¿Qué porcentaje de las formas son rojas?,%(-348563018018088695)%,"1 is the numerator, and 20 is the denominator. Divide 1 and 20 by their greatest common factor.",1 es el numerador y 20 es el denominador. Divida 1 y 20 por su máximo común denominador.,%(1289567620941478286)%,0.7,0.7,%(-5942202012899038806)%,Try entering 15/25.,Intente ingresar 15/25.,%(-3648227458242594556)%,Enter reduced fraction,Ingrese fracción reducida,%(-5256245733823675229)%,22.5/100,22.5/100,%(-8211164564331502626)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 2, and multiply it by 100 and then divide it by 5, the original denominator: 2*100/5.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 2, y multiplicarlo por 100 y luego dividirlo por 5, el denominador original: 2 * 100/5.",%(902038016485320130)%,80/100,80/100
%(-3949904070226088380)%,Need more help? Greatest common factor of 100 and 100 is 100.,Necesitas más ayuda? Máximo común divisor de 100 y 100 es 100.,%(-3648227458242594556)%,Enter reduced fraction,Ingrese fracción reducida,%(-8605255479193880136)%,Try entering 35/50.,Intente ingresar 35/50.,%(-4911522077162266677)%,Try entering 5.,Intente ingresar 5.,%(1289567620941478286)%,0.7,0.7,%(7333953474663000676)%,"You can do this by finding common factors, and divide the numerator and the denominator until there are no more common factors other than 1.",Puede hacer esto encontrando factores comunes y dividiendo el numerador y el denominador hasta que no haya más factores comunes además de 1.,%(-4911522077162266677)%,Try entering 5.,Intente ingresar 5.,%(-3648227458242594556)%,Enter reduced fraction,Ingrese fracción reducida
